year,province,population,in_migration,out_migration,net_migration,migration_turnover,in_migration_rate,out_migration_rate,net_migration_rate,turnover_rate,in_out_ratio
2010,KIRIKKALE,276647,12488,19229,-6741,31717,45.14055818425647,69.50735052250702,-24.07349540653709,114.64790870676349,0.6494357480888242
2010,KIRKLARELİ,332791,12844,12088,756,24932,38.59479372939773,36.32309767992524,2.274279285106178,74.91789140932296,1.0625413633355394
2010,KIRŞEHİR,221876,9875,12626,-2751,22501,44.506841659305195,56.905659016748096,-12.322425605203101,101.41250067605328,0.7821162680183747
2010,KOCAELİ,1560138,64503,49379,15124,113882,41.344419532118316,31.650405284660717,9.741230058947195,72.99482481677903,1.3062840478746025
2010,KONYA,2013845,47901,56729,-8828,104630,23.785842505257357,28.169496659375472,-4.374066955727684,51.95533916463283,0.8443829434680675
2010,KÜTAHYA,590496,15311,19923,-4612,35234,25.9290494770498,33.73943261258332,-7.7800007422377115,59.66848208963312,0.7685087587210762
2010,KİLİS,123135,4813,5572,-759,10385,39.08718073658992,45.25114711495513,-6.145027506891903,84.33832785154505,0.8637832017229002
2010,MALATYA,740643,25320,30931,-5611,56251,34.18651091011459,41.76236054347371,-7.547261175454655,75.9488714535883,0.8185962303190973
2010,MANİSA,1379484,32094,35497,-3403,67591,23.265220908687596,25.732085330456897,-2.463825460084833,48.99730623914449,0.9041327436121362
2010,MARDİN,744606,25478,30495,-5017,55973,34.21675355825766,40.95454508827487,-6.715168826197323,75.17129864653253,0.8354812264305624
2010,MERSİN,1647899,50430,51739,-1309,102169,30.60260367898761,31.396948478031725,-0.7940294324691313,61.99955215701933,0.9746999362183266
2010,MUĞLA,817503,35129,28850,6279,63979,42.97109613053408,35.29039037165613,7.710316093488964,78.26148650219021,1.2176429809358753
2010,MUŞ,406886,11782,17841,-6059,29623,28.95651361806501,43.84766249023068,-14.781095128142264,72.80417610829569,0.6603889916484502
2010,NEVŞEHİR,282337,9231,12366,-3135,21597,32.6949709035656,43.79872280289158,-11.042445611112187,76.49369370645718,0.7464822901504125
2010,NİĞDE,337931,12602,17666,-5064,30268,37.29163645833025,52.276944109892256,-14.873862945459566,89.5685805682225,0.7133476734971131
2010,ORDU,719183,27896,36241,-8345,64137,38.78845857034997,50.39190303441544,-11.536512821150872,89.18036160476541,0.7697359344388952
2010,OSMANİYE,479221,16868,16928,-60,33796,35.19879137183053,35.32399456618136,-0.12519535692152964,70.52278593801189,0.9964555765595463
2010,RİZE,319637,13070,14819,-1749,27889,40.89013474660318,46.36196685615245,-5.4569024824382275,87.25210160275563,0.8819758418246846
2010,SAKARYA,872872,26248,24627,1621,50875,30.070846584608052,28.213758718345876,1.8588138565915362,58.28460530295393,1.0658220652129777
2010,SAMSUN,1252693,35418,44825,-9407,80243,28.273487598318184,35.78290930020364,-7.481331465452624,64.05639689852183,0.7901394311210262
2010,SİNOP,202740,11027,9967,1060,20994,54.38985893262306,49.16148761961132,5.242075070471293,103.55134655223439,1.1063509581619344
2010,SİVAS,642224,23467,31362,-7895,54829,36.54021026931413,48.83342883479907,-12.218118564498743,85.37363910411321,0.7482622281742236
2010,SİİRT,300695,8911,13973,-5062,22884,29.634679658790468,46.46901345216914,-16.69381913160481,76.10369311095961,0.6377299076790954
2010,TEKİRDAĞ,798109,41307,29433,11874,70740,51.75608845408334,36.87842136850981,14.989169018849442,88.63450982259316,1.4034247273468556
2010,TOKAT,617802,25430,40995,-15565,66425,41.162055156830185,66.35621121330135,-24.88073153986392,107.51826637013153,0.6203195511647762
2010,TRABZON,763714,29130,36546,-7416,65676,38.14255074543612,47.85299208866146,-9.663522807529626,85.99554283409758,0.7970776555573797
2010,TUNCELİ,76699,6400,6258,142,12658,83.4430696619252,81.59167655380122,1.8531085242992118,165.03474621572641,1.0226909555768615
2010,UŞAK,338019,8998,9562,-564,18560,26.61980539555469,28.288350654844844,-1.6671543980065089,54.90815605039953,0.9410165237398034
2010,VAN,1035418,23231,31312,-8081,54543,22.436349377739234,30.24092685273001,-7.774240145229463,52.67727623046924,0.7419200306591722
2010,YALOVA,203741,10455,10984,-529,21439,51.315150117060384,53.911583824561575,-2.5930673437725944,105.22673394162196,0.9518390386016023
2010,YOZGAT,476096,16181,29618,-13437,45799,33.98684298964915,62.210142492270464,-27.830564326464927,96.19698548191961,0.5463231818488757
2010,ZONGULDAK,619703,15712,23267,-7555,38979,25.35408090649876,37.54540481488713,-12.117459968675846,62.89948572138589,0.6752911849400438
2010,ÇANAKKALE,490397,16578,15420,1158,31998,33.80526389843331,31.44391176944394,2.3641434165343047,65.24917566787725,1.0750972762645914
2010,ÇANKIRI,179067,11536,17958,-6422,29494,64.42281380712248,100.28648494697515,-35.231898528621116,164.70929875409763,0.6423877937409511
2010,ÇORUM,535405,14462,22860,-8398,37322,27.01132787329218,42.69665019938178,-15.563264912787897,69.70797807267395,0.6326334208223972
2010,İSTANBUL,13255685,439515,336932,102583,776447,33.15671728771467,25.41792446033532,7.768853601644029,58.574641748049984,1.3044620279462917
2010,İZMİR,3948848,111255,99775,11480,211030,28.17403961864321,25.26686263943307,2.91140896977714,53.44090225807628,1.1150588824855925
2010,ŞANLIURFA,1663371,32555,37555,-5000,70110,19.57170108171899,22.57764503529279,-3.0014328840588496,42.14934611701178,0.8668619358274531
2010,ŞIRNAK,430109,11733,13554,-1821,25287,27.279131568974375,31.512942068173416,-4.224866856371928,58.792073637147794,0.8656485170429393
2011,ADANA,2108805,50523,62402,-11879,112925,23.958118460455093,29.591166561156673,-5.617227045631281,53.549285021611766,0.8096375116182174
2011,ADIYAMAN,593931,13873,23939,-10066,37812,23.357932150367635,40.306028814794985,-16.80568448187203,63.66396096516262,0.5795145996073353
2011,AFYONKARAHİSAR,698626,17219,24063,-6844,41282,24.646949870173742,34.44332160555147,-9.748621176899585,59.09027147572521,0.7155799360013299
2011,AKSARAY,378823,10778,13142,-2364,23920,28.451281997133226,34.691663388970575,-6.220970776700306,63.1429453861038,0.8201187033936996
2011,AMASYA,323079,11424,14142,-2718,25566,35.359772687175585,43.77257574772734,-8.37756366393579,79.13234843490292,0.8078065337293169
2011,ANKARA,4890893,191864,137385,54479,329249,39.22882794614399,28.089962303407578,11.201250253538827,67.31879024955157,1.3965425628707646
2011,ANTALYA,2043482,89731,62875,26856,152606,43.910834546132534,30.768560721356977,13.229204740366512,74.67939526748951,1.4271332007952287
2011,ARDAHAN,107455,4908,6673,-1765,11581,45.674933693173884,62.100414126843795,-16.291681089188877,107.77534782001769,0.7355012737898996
2011,ARTVİN,166394,7948,7948,0,15896,47.766145413897135,47.766145413897135,0.0,95.53229082779427,1.0
2011,AYDIN,999163,32077,31056,1021,63133,32.10387093997676,31.08201564709662,1.022377653888615,63.185886587073384,1.0328760947964966
2011,AĞRI,555479,15508,25182,-9674,40690,27.91824713445513,45.33384700411717,-17.265257461860806,73.25209413857229,0.6158367087602256
2011,BALIKESİR,1154314,37143,36638,505,73781,32.17755307481327,31.740063795466398,0.43758499871973894,63.917616870279666,1.0137835034663465
2011,BARTIN,187291,6560,7619,-1059,14179,35.02570865658254,40.68001131928389,-5.6383621596151645,75.70571997586643,0.861005381283633
2011,BATMAN,524499,18429,19902,-1473,38331,35.136387295304665,37.94478159157596,-2.8044562867513716,73.08116888688062,0.9259873379559843
2011,BAYBURT,76724,3997,4570,-573,8567,52.09582399249257,59.56415202544184,-7.440543821946358,111.65997601793441,0.8746170678336981
2011,BOLU,276506,12545,11386,1159,23931,45.369720729387424,41.17812995016383,4.200393945489107,86.54785067955126,1.1017916739855964
2011,BURDUR,250527,8873,9712,-839,18585,35.41734024675983,38.76628068032587,-3.343342106783717,74.1836209270857,0.9136120263591433
2011,BURSA,2652126,74243,58258,15985,132501,27.99376801856322,21.966527985472787,6.045458748584366,49.96029600403601,1.2743829173675718
2011,BİLECİK,203849,9250,8914,336,18164,45.37672492874628,43.72844605565884,1.649638405153156,89.10517098440512,1.0376935158178147
2011,BİNGÖL,262263,9292,10782,-1490,20074,35.43008354209324,41.111403438533074,-5.665226913249787,76.54148698062632,0.8618067148951957
2011,BİTLİS,336624,11419,16610,-5191,28029,33.922120823233044,49.34288701934503,-15.302775931218576,83.26500784257807,0.6874774232390126
2011,DENİZLİ,942278,23454,23853,-399,47307,24.890743496080773,25.314185410250477,-0.4233522816194551,50.204928906331254,0.983272544334046
2011,DÜZCE,342146,11253,10679,574,21932,32.88946823870511,31.211821853828482,1.679054814996826,64.1012900925336,1.0537503511564754
2011,DİYARBAKIR,1570943,36622,46834,-10212,83456,23.312112533681997,29.812666659452315,-6.47949397512387,53.124779193134316,0.7819532818038177
2011,EDİRNE,399316,14494,14588,-94,29082,36.2970679862565,36.53247052459706,-0.23537483442381993,72.82953851085355,0.9935563476830271
2011,ELAZIĞ,558556,16862,20054,-3192,36916,30.18855763790918,35.903293492505675,-5.698453276967681,66.09185113041485,0.8408297596489478
2011,ERZURUM,780847,27719,33599,-5880,61318,35.49863161413183,43.02891603604804,-7.502038181291601,78.52754765017987,0.8249947915116521
2011,ERZİNCAN,215277,11523,14218,-2695,25741,53.52638693404312,66.04514184051246,-12.440882725638144,119.57152877455557,0.8104515403010268
2011,ESKİŞEHİR,781247,35045,27908,7137,62953,44.857772253845454,35.72237717392835,9.177314275757913,80.5801494277738,1.255733123118819
2011,GAZİANTEP,1753596,45991,38634,7357,84625,26.22667934917735,22.031300253878317,4.204198197915044,48.25797960305567,1.1904281203085365
2011,GÜMÜŞHANE,132374,10426,8988,1438,19414,78.7616903621557,67.89852992279451,10.92248680262808,146.6602202849502,1.1599910992434357
2011,GİRESUN,419498,17058,19346,-2288,36404,40.66288754654373,46.11702558772628,-5.439304681891014,86.77991313427,0.8817326579137806
2011,HAKKARİ,272165,8775,9133,-358,17908,32.24147116638804,33.5568497051421,-1.3145139970037893,65.79832087153014,0.9608014891054418
2011,HATAY,1474223,29509,37164,-7655,66673,20.016646056939827,25.209211903490857,-5.179119387328106,45.22585796043068,0.7940210956839953
2011,ISPARTA,411245,15325,18269,-2944,33594,37.26489075855026,44.42364040900193,-7.133217192410296,81.68853116755218,0.8388527012972795
2011,IĞDIR,188857,6915,8579,-1664,15494,36.61500500378593,45.4259042556008,-8.772253530779329,82.04090925938674,0.8060379997668726
2011,KAHRAMANMARAŞ,1054210,21716,31005,-9289,52721,20.599311332656683,29.410648732226026,-8.772687843325027,50.009960064882705,0.7004031607805192
2011,KARABÜK,219728,8239,9066,-827,17305,37.49635913493046,41.26010340056798,-3.7566746842371836,78.75646253549843,0.9087800573571586
2011,KARAMAN,234005,7593,9365,-1772,16958,32.44802461485866,40.02051238221406,-7.543924628870412,72.46853699707272,0.8107848371596369
2011,KARS,305755,10654,16376,-5722,27030,34.844892152213376,53.55922225311115,-18.540840397127823,88.40411440532452,0.6505862237420615
2011,KASTAMONU,359759,15023,15482,-459,30505,41.75851055845719,43.03436467190536,-1.2750407304677789,84.79287523036255,0.9703526676140034
2011,KAYSERİ,1255349,34387,31787,2600,66174,27.39238251673439,25.321245326996717,2.073284217761826,52.7136278437311,1.08179444426967
2011,KIRIKKALE,274992,12190,17482,-5292,29672,44.32856228544831,63.5727584802467,-19.060791390227564,107.901320765695,0.6972886397437364
2011,KIRKLARELİ,340199,11979,11829,150,23808,35.211743714708156,34.77082531106793,0.44101562959391283,69.98256902577609,1.0126806999746385
2011,KIRŞEHİR,221015,9598,11870,-2272,21468,43.42691672510916,53.70676198448069,-10.227277842548537,97.13367870958984,0.8085930918281382
2011,KOCAELİ,1601720,63314,50070,13244,113384,39.52875658666933,31.260145343755465,8.302938126685634,70.7889019304248,1.2645096864389853
2011,KONYA,2038555,52134,54533,-2399,106667,25.573997267672443,26.750811236390483,-1.1761219303597565,52.32480850406293,0.956008288559221
2011,KÜTAHYA,564264,17547,20655,-3108,38202,31.097146016758114,36.60520607375271,-5.492932356340732,67.70235209051083,0.8495279593318809
2011,KİLİS,124452,4692,6420,-1728,11112,37.701282422138654,51.586153697811206,-13.789141051422005,89.28743611994986,0.7308411214953271
2011,MALATYA,757930,32925,29515,3410,62440,43.440687134695814,38.94159091208951,4.509239974875203,82.38227804678532,1.1155344739962731
2011,MANİSA,1340074,33312,36021,-2709,69333,24.858328719160284,26.879858873465196,-2.0194889254253954,51.73818759262548,0.9247938702423586
2011,MARDİN,764033,25447,31302,-5855,56749,33.30615300648009,40.969434566308,-7.6340306964961036,74.27558757278808,0.8129512491214619
2011,MERSİN,1667939,51328,54630,-3302,105958,30.773307656934698,32.75299636257681,-1.977731059721249,63.52630401951151,0.9395570199524071
2011,MUĞLA,838324,35409,29604,5805,65013,42.23784598794738,35.31331561544224,6.948588227619232,77.55116160338962,1.196088366436968
2011,MUŞ,414706,12895,18663,-5768,31558,31.094317420051794,45.0029659566054,-13.812591297684332,76.0972833766572,0.6909392916465734
2011,NEVŞEHİR,283247,8995,11374,-2379,20369,31.75673528757586,40.15576510960398,-8.36390547626623,71.91250039717984,0.7908387550553895
2011,NİĞDE,337553,11769,17023,-5254,28792,34.86563591495261,50.43059904666823,-15.444764536421895,85.29623496162084,0.69135874992657
2011,ORDU,714390,23963,34472,-10509,58435,33.54330267780904,48.25375495177704,-14.603043586103972,81.79705762958608,0.6951438848920863
2011,OSMANİYE,485357,15675,18420,-2745,34095,32.29581524527307,37.951446048990746,-5.639682821772668,70.24726129426381,0.8509771986970684
2011,RİZE,323012,14558,14560,-2,29118,45.069533020445064,45.0757247408765,-0.006191701262797472,90.14525776132156,0.9998626373626374
2011,SAKARYA,888556,28537,24633,3904,53170,32.11615249911092,27.72250707890105,4.403318730797515,59.83865957801196,1.1584865830390128
2011,SAMSUN,1251729,35103,43408,-8305,78511,28.043610078539363,34.67843279176243,-6.61288505324746,62.7220428703018,0.8086758201253226
2011,SİNOP,203027,10038,10618,-580,20656,49.44169987243076,52.298462766036046,-2.8526881667543784,101.7401626384668,0.9453757769824825
2011,SİVAS,627056,22884,30131,-7247,53015,36.49434819218698,48.051529687938555,-11.490780975122863,84.54587788012554,0.7594835883309549
2011,SİİRT,310468,10274,14228,-3954,24502,33.091977273020085,45.827589316773384,-12.655027284802125,78.91956658979348,0.7220972729828508
2011,TEKİRDAĞ,829873,42265,28620,13645,70885,50.9294795709705,34.487204668666166,16.578569601743755,85.41668423963667,1.476764500349406
2011,TOKAT,608299,29576,36342,-6766,65918,48.62082627129093,59.743645805763286,-11.061303095399243,108.36447207705422,0.8138242254141214
2011,TRABZON,757353,24858,38446,-13588,63304,32.822211042935066,50.763646542629395,-17.78191892397667,83.58585758556445,0.6465692139624408
2011,TUNCELİ,85062,6187,6419,-232,12606,72.73518139709859,75.4626037478545,-2.723707999718237,148.1977851449531,0.9638572986446488
2011,UŞAK,339731,8653,10138,-1485,18791,25.47015138447772,29.841256759024052,-4.3615729271147385,55.31140814350177,0.8535214046162951
2011,VAN,1022532,23415,72273,-48858,95688,22.899038856485664,70.68042858316414,-46.666494740491764,93.5794674396498,0.32397990950977545
2011,YALOVA,206535,10267,9782,485,20049,49.71070278645266,47.36243251749098,2.3510306967049215,97.07313530394364,1.0495808628092416
2011,YOZGAT,465696,15251,26921,-11670,42172,32.748831855974714,57.80809798666942,-24.74916813528697,90.55692984264412,0.5665094164406969
2011,ZONGULDAK,612406,15822,23658,-7836,39480,25.835801739368982,38.63123483440724,-12.714091938655642,64.46703657377623,0.6687801166624397
2011,ÇANAKKALE,486445,17278,15623,1655,32901,35.51891786327334,32.11668328382448,3.408032041678893,67.63560114709782,1.1059335594956154
2011,ÇANKIRI,177211,10582,14322,-3740,24904,59.71412609826704,80.81891078996225,-20.884404263992273,140.53303688822928,0.738863287250384
2011,ÇORUM,534578,15174,22441,-7267,37615,28.385006491101393,41.9789067264272,-13.502126951951045,70.36391321752859,0.676173076066129
2011,İSTANBUL,13624240,450445,328663,121782,779108,33.0620276800761,24.12340064473321,8.978755910505583,57.18542832480931,1.3705376023464766
2011,İZMİR,3965232,110364,101420,8944,211784,27.83292377343873,25.577318048477366,2.258152475787475,53.410241821916095,1.088187734174719
2011,ŞANLIURFA,1716254,35888,41570,-5682,77458,20.9106577464641,24.221356512497568,-3.3052274597971607,45.13201425896167,0.8633148905460669
2011,ŞIRNAK,457997,13403,13957,-554,27360,29.264383827841666,30.473998737983,-1.2088837682259959,59.738382565824665,0.9603066561582002
2012,ADANA,2125635,45927,59294,-13367,105221,21.60624942664192,27.894723223883688,-6.268763320301352,49.50097265052561,0.7745640368334065
2012,ADIYAMAN,595261,14323,22591,-8268,36914,24.06171410524123,37.95141962937266,-13.793908858098582,62.013133734613895,0.6340135452171218
2012,AFYONKARAHİSAR,703948,24167,21738,2429,45905,34.33066078744453,30.880121827180417,3.4565023582908743,65.21078261462495,1.1117398104701444
2012,AKSARAY,379915,10667,12374,-1707,23041,28.077333087664346,32.57044338865273,-4.483038906842347,60.64777647631707,0.8620494585421045
2012,AMASYA,322283,11228,13128,-1900,24356,34.83894589537766,40.73438561760937,-5.878112692701549,75.57333151298704,0.8552711761121268
