year,province,population,in_migration,out_migration,net_migration,migration_turnover,in_migration_rate,out_migration_rate,net_migration_rate,turnover_rate,in_out_ratio
2017,BATMAN,585252,19889,22323,-2434,42212,33.983651486880866,38.14254372475447,-4.150261991682425,72.12619521163533,0.8909644761008825
2017,BAYBURT,80417,5648,15820,-10172,21468,70.23390576619371,196.72457316239104,-118.96658596774382,266.9584789285847,0.3570164348925411
2017,BOLU,303184,14839,13643,1196,28482,48.94387566626207,44.99907646841522,3.952595295221854,93.9429521346773,1.0876640035182878
2017,BURDUR,264779,12745,11786,959,24531,48.13448196420411,44.51259352138953,3.6284593803620515,92.64707548559365,1.081367724418802
2017,BURSA,2936803,86119,64905,21214,151024,29.324064297128544,22.100563095311465,7.249685256900085,51.42462739244001,1.3268469301286496
2017,BİLECİK,221693,11744,9359,2385,21103,52.97415795717501,42.21603749329027,10.816302003850332,95.19019545046528,1.2548349182604979
2017,BİNGÖL,273354,11979,11941,38,23920,43.82229636295792,43.68328248351954,0.13902354253937477,87.50557884647746,1.0031823130391089
2017,BİTLİS,341474,12989,19097,-6108,32086,38.03803510662598,55.92519489038697,-17.728602609947522,93.96322999701295,0.6801591873069068
2017,DENİZLİ,1018735,28855,25466,3389,54321,28.324343425915472,24.997668677330218,3.332217350243181,53.32201210324569,1.1330793999842927
2017,DÜZCE,377610,15023,11387,3636,26410,39.78443367495564,30.155451391647468,9.675565206284327,69.93988506660311,1.3193114955651182
2017,DİYARBAKIR,1699901,40493,48983,-8490,89476,23.820798975940363,28.815207473847007,-4.981967507478819,52.63600644978737,0.8266745605618275
2017,EDİRNE,406855,19125,15999,3126,35124,47.006918926890414,39.32359194307554,7.7129575713312875,86.33051086996596,1.1953872117007314
2017,ELAZIĞ,583671,20406,22054,-1648,42460,34.96147658526807,37.78498503437724,-2.8195279685882686,72.74646161964532,0.9252743266527614
2017,ERZURUM,760476,26624,37358,-10734,63982,35.00965184963102,49.124495710581265,-14.015927546507575,84.13414756021228,0.7126719845816157
2017,ERZİNCAN,231511,15162,14210,952,29372,65.49148852538325,61.37937290236749,4.1205877897288286,126.87086142775074,1.0669950738916256
2017,ESKİŞEHİR,860620,38060,27799,10261,65859,44.22393158420673,32.30113174223234,11.994302677005386,76.52506332643908,1.3691139969063635
2017,GAZİANTEP,2005515,47431,50485,-3054,97916,23.650284340929886,25.17308521751271,-1.521642297470606,48.82336955844259,0.9395067841933248
2017,GÜMÜŞHANE,170173,18795,27348,-8553,46143,110.44642804675242,160.70704518343098,-49.02851541563604,271.1534732301834,0.6872531812198333
2017,GİRESUN,437393,25529,34675,-9146,60204,58.36627472318944,79.27653163173622,-20.693899530733134,137.64280635492565,0.7362364816149964
2017,HAKKARİ,275761,9997,10380,-383,20377,36.25240697560569,37.64129082792708,-1.387920022467635,73.89369780353277,0.963102119460501
2017,HATAY,1575226,33745,40623,-6878,74368,21.42232289208025,25.788680481403937,-4.356845815926748,47.21100337348419,0.8306870492085764
2017,ISPARTA,433830,18222,18818,-596,37040,42.0026277574165,43.376437775165385,-1.3728669885379428,85.37906553258189,0.9683281964076947
2017,IĞDIR,194775,7775,9728,-1953,17503,39.91785393402644,49.94480811192401,-9.976935042643351,89.86266204595046,0.7992393092105263
2017,KAHRAMANMARAŞ,1127623,26874,30314,-3440,57188,23.832433357602675,26.883098340491458,-3.0460187914566257,50.71553169809413,0.8865210793692683
2017,KARABÜK,244453,14740,14399,341,29139,60.297889573864914,58.9029383971561,1.3959248001801192,119.20082797102101,1.0236822001527883
2017,KARAMAN,246672,8581,10340,-1759,18921,34.787085684633844,41.91801258351171,-7.105592169710141,76.70509826814555,0.8298839458413927
2017,KARS,287654,11588,17119,-5531,28707,40.284508471983706,59.512469842241025,-19.0448644116528,99.79697831422473,0.6769086979379637
2017,KASTAMONU,372373,18729,20052,-1323,38781,50.29634264568054,53.84923181863347,-3.5465888543821014,104.14557446431401,0.9340215439856373
2017,KAYSERİ,1376722,38958,36863,2095,75821,28.297651958783256,26.775921355219136,1.5228893172040334,55.07357331400239,1.0568320538209044
2017,KIRIKKALE,278749,13434,14112,-678,27546,48.19389486599055,50.62619058723081,-2.429341283036175,98.82008545322135,0.9519557823129252
2017,KIRKLARELİ,356050,16074,14023,2051,30097,45.145344754950145,39.384917848616766,5.77706608980507,84.53026260356691,1.1462597161805606
2017,KIRŞEHİR,234529,10840,11329,-489,22169,46.22029685028291,48.305326846573344,-2.082858584976584,94.52562369685626,0.9568364374613822
2017,KOCAELİ,1883270,87796,60258,27538,148054,46.61891284839667,31.996474217717054,14.730133869947114,78.61538706611373,1.4570015599588437
2017,KONYA,2180149,53007,56594,-3587,109601,24.31347582206537,25.958776212084587,-1.643947995879818,50.27225203414996,0.9366187228328091
2017,KÜTAHYA,572256,17172,20393,-3221,37565,30.007549068948162,35.636148856455854,-5.612803674722257,65.64369792540401,0.8420536458588731
2017,KİLİS,136319,6675,6526,149,13201,48.966028213235134,47.87300376323183,1.0936221278657121,96.83903197646697,1.0228317499233834
2017,MALATYA,786676,27523,28222,-699,55745,34.98644931331323,35.874998093242965,-0.8881541957662109,70.8614474065562,0.9752320884416412
2017,MANİSA,1413041,40257,36021,4236,76278,28.489619197178286,25.49182932413143,3.002289990311307,53.981448521309716,1.117598067793787
2017,MARDİN,809719,28303,30782,-2479,59085,34.954101361089464,38.015657283576154,-3.0568765232746187,72.96975864466562,0.9194659216425184
2017,MERSİN,1793931,54492,55393,-901,109885,30.375750237885402,30.877999209557114,-0.5021228763225657,61.253749447442516,0.9837344068745149
2017,MUĞLA,938751,42450,33289,9161,75739,45.21965888718095,35.460947578218295,9.806561007867408,80.68060646539924,1.2751960106942233
2017,MUŞ,404544,13094,22243,-9149,35337,32.36730738807151,54.9828943205189,-22.362713981401477,87.35020170859042,0.5886795845884099
2017,NEVŞEHİR,292365,11006,12076,-1070,23082,37.64472491577309,41.304533716416124,-3.6531239330829637,78.94925863218921,0.9113945014905598
2017,NİĞDE,352727,13948,15667,-1719,29615,39.5433295438115,44.416786920196074,-4.861610949513061,83.96011646400757,0.890278930235527
2017,ORDU,742341,28111,40305,-12194,68416,37.86804177594933,54.2944549741965,-16.292598718931963,92.16249675014582,0.6974568912045652
2017,OSMANİYE,527724,18842,19008,-166,37850,35.70426965610812,36.01882802373968,-0.31450890192816694,71.7230976798478,0.991266835016835
2017,RİZE,331041,14561,16310,-1749,30871,43.985488202367684,49.268821686739706,-5.269413450110043,93.25430988910739,0.8927651747394236
2017,SAKARYA,990214,35575,28122,7453,63697,35.92657748729063,28.39992163310153,7.5550881283341145,64.32649912039216,1.2650238247635304
2017,SAMSUN,1312990,43709,42422,1287,86131,33.289667095712836,32.30946161052255,0.9806861221483808,65.59912870623539,1.0303380321531281
2017,SİNOP,207427,11015,10086,929,21101,53.10301937549114,48.624335308325335,4.488735882104246,101.72735468381647,1.0921078722982351
2017,SİVAS,621301,22147,28697,-6550,50844,35.64616828236233,46.18856238763498,-10.48711445844861,81.83473066999731,0.7717531449280413
2017,SİİRT,324394,12163,15406,-3243,27569,37.494528258845726,47.491630548037264,-9.947379802494053,84.98615880688298,0.7894975983383098
2017,TEKİRDAĞ,1005463,55391,34658,20733,90049,55.09004309457434,34.46969207220952,20.835165232718637,89.55973516678387,1.5982168619077846
2017,TOKAT,602086,34735,38746,-4011,73481,57.69109396332085,64.35293296970865,-6.639722624801045,122.0440269330295,0.8964796366076498
2017,TRABZON,786326,29703,29192,511,58895,37.774409087325104,37.12455139471415,0.6500689187547427,74.89896048203926,1.0175047958344752
2017,TUNCELİ,82498,6074,6725,-651,12799,73.62602729763145,81.51712768794395,-7.860088018497166,155.14315498557542,0.9031970260223048
2017,UŞAK,364971,13909,10420,3489,24329,38.109877223121835,28.550213578613096,9.60557668562178,66.66009080173494,1.3348368522072938
2017,VAN,1106891,31971,48269,-16298,80240,28.883602811839648,43.6077265060426,-14.61651599942603,72.49132931788225,0.66235057697487
2017,YALOVA,251203,15754,10719,5035,26473,62.71421917731874,42.67066874201343,20.246455864937843,105.38488791933217,1.4697266536057467
2017,YOZGAT,418650,19074,23498,-4424,42572,45.56073092081691,56.12803057446554,-10.511759198977337,101.68876149528245,0.8117286577581071
2017,ZONGULDAK,596892,19421,22541,-3120,41962,32.536874342427105,37.76395059742801,-5.213450702813258,70.30082493985512,0.8615855552105053
2017,ÇANAKKALE,530417,26088,20540,5548,46628,49.1839439535309,38.72424903425041,10.514685118536587,87.9081929877813,1.2701071080817916
2017,ÇANKIRI,186074,13849,13504,345,27353,74.42737835484807,72.57327729827918,1.855821496867965,147.00065565312724,1.0255479857819905
2017,ÇORUM,528422,17214,20880,-3666,38094,32.576236417106024,39.5138733815019,-6.91365475101602,72.09010979860793,0.8244252873563218
2017,İSTANBUL,15029231,416587,422559,-5972,839146,27.718450797648927,28.115809784279715,-0.3972800552307088,55.834260581928646,0.9858670623510563
2017,İZMİR,4279677,127394,102776,24618,230170,29.767199720913517,24.01489645129761,5.768895487804192,53.782096172211126,1.2395306297190005
2017,ŞANLIURFA,1985753,40058,52648,-12590,92706,20.17270023008904,26.512864389478448,-6.320128832236974,46.68556461956749,0.7608646102416046
2017,ŞIRNAK,503236,19672,15186,4486,34858,39.091003028400195,30.17669642076481,8.954216925186579,69.26769944916501,1.2954036612669564
2018,ADANA,2220125,51660,70638,-18978,122298,23.268960081076514,31.81712741399696,-8.511787242096615,55.08608749507348,0.7313344092414847
2018,ADIYAMAN,624513,22034,22897,-863,44931,35.28189164997366,36.663768408343785,-1.3809226259291825,71.94566005831744,0.9623094728567061
2018,AFYONKARAHİSAR,725568,26976,25049,1927,52025,37.179147922730884,34.523297609596895,2.65938177309139,71.70244553232777,1.0769292187312867
2018,AKSARAY,412172,16680,14441,2239,31121,40.468542259056896,35.036344050542006,5.4469927807275225,75.5048863095989,1.1550446644969186
2018,AMASYA,337508,16760,15237,1523,31997,49.658082178792796,45.145596548822546,4.522689916598985,94.80367872761535,1.0999540591980048
2018,ANKARA,5503985,184382,221747,-37365,406129,33.499727924403864,40.288445553539844,-6.765752238388424,73.7881734779437,0.8314971566695378
2018,ANTALYA,2426356,95920,80349,15571,176269,39.53253356061518,33.11509110781765,6.438100522602091,72.64762466843283,1.1937920820420913
2018,ARDAHAN,98907,7342,6376,966,13718,74.23134864064222,64.4645980567604,9.814679346500853,138.6959466974026,1.1515056461731492
2018,ARTVİN,174010,15934,8876,7058,24810,91.56945003160737,51.0085627262801,41.40050797449569,142.57801275788748,1.795178008111762
2018,AYDIN,1097746,47005,36462,10543,83467,42.81955935161686,33.215333966145174,9.650568502971923,76.03489331776203,1.2891503483078273
2018,AĞRI,539657,20091,29482,-9391,49573,37.22920299375344,54.630997096303766,-17.251688933182084,91.8602000900572,0.6814666576215996
2018,BALIKESİR,1226575,55238,40028,15210,95266,45.034343599046124,32.63396041823778,12.477747606585888,77.6683040172839,1.3799840111921655
2018,BARTIN,198999,13399,8813,4586,22212,67.33199664319922,44.286654706807575,23.313981271542303,111.61865135000679,1.5203676387155338
2018,BATMAN,599103,23099,22525,574,45624,38.55597451523361,37.597875490525,0.9585582215572063,76.15385000575861,1.025482796892342
2018,BAYBURT,82274,9450,7772,1678,17222,114.86010161168778,94.46483700804629,20.605390802480507,209.32493861973407,1.2159032424086464
2018,BOLU,311810,18307,14827,3480,33134,58.712036175876335,47.55139347679677,11.223272164349986,106.2634296526731,1.234706953530721
2018,BURDUR,269926,15417,12537,2880,27954,57.11565391996325,46.446062995043086,10.726816295821756,103.56171691500633,1.2297200287150036
2018,BURSA,2994521,80940,80086,854,161026,27.02936462960186,26.74417711547189,0.28522818588861937,53.77354174507375,1.0106635366980496
2018,BİLECİK,223448,11956,12597,-641,24553,53.50685618130393,56.37553256238588,-2.86456762234184,109.8823887436898,0.9491148686195126
2018,BİNGÖL,281205,15770,12216,3554,27986,56.08008392453904,43.441617325438735,12.718839915828049,99.52170124997778,1.2909299279633268
2018,BİTLİS,349396,17602,17398,204,35000,50.37836723946467,49.79450251290799,0.5840352253402578,100.17286975237266,1.01172548568801
2018,DENİZLİ,1027782,28047,28906,-859,56953,27.288860867382382,28.124641217690133,-0.8354312318039625,55.413502085072516,0.9702829862312323
2018,DÜZCE,387844,17445,12790,4655,30235,44.979424717154316,32.97717639050752,12.074710161562475,77.95660110766184,1.3639562157935887
2018,DİYARBAKIR,1732396,43836,50822,-6986,94658,25.303683453436744,29.336248756058083,-4.024450872146779,54.63993220949483,0.8625398449490378
2018,EDİRNE,411528,18792,17162,1630,35954,45.663964541902374,41.70311619136486,3.968708075955716,87.36708073326724,1.0949772753758302
2018,ELAZIĞ,595638,30152,24358,5794,54510,50.62135055184525,40.89396579801826,9.774926991721511,91.51531634986351,1.2378684621069054
2018,ERZURUM,767848,32501,35431,-2930,67932,42.32738771215136,46.14324710098874,-3.8085928614231137,88.4706348131401,0.9173040557703706
2018,ERZİNCAN,236034,19727,17511,2216,37238,83.57694230492217,74.18846437377665,9.432757549185702,157.76540667869884,1.1265490263263092
2018,ESKİŞEHİR,871187,35995,32946,3049,68941,41.31719137223122,37.817368716475336,3.5059577709743723,79.13456008870656,1.0925453772840406
2018,GAZİANTEP,2028563,44704,62206,-17502,106910,22.03727466191585,30.665056988617064,-8.590722883168722,52.70233165053291,0.7186445037456194
2018,GÜMÜŞHANE,162748,30333,22764,7569,53097,186.3801705704525,139.8726866075159,47.61470400437836,326.2528571779684,1.3324986821296785
2018,GİRESUN,453912,40358,25953,14405,66311,88.91150707626147,57.17628086501348,32.24690766594397,146.08778794127497,1.555041806342234
2018,HAKKARİ,286470,12756,10156,2600,22912,44.52822285056027,35.452228854679376,9.117368587158538,79.98045170523964,1.25600630169358
2018,HATAY,1609856,36499,42655,-6156,79154,22.67221416076966,26.49615866263815,-3.8166471783718365,49.16837282340781,0.8556792873051225
2018,ISPARTA,441412,28789,19584,9205,48373,65.22024775040099,44.36671409023769,21.07325962461897,109.58696184063868,1.4700265522875817
2018,IĞDIR,197456,9225,10122,-897,19347,46.71926910299003,51.2620533182076,-4.532489155122799,97.98132242119763,0.9113811499703616
2018,KAHRAMANMARAŞ,1144851,33619,33661,-42,67280,29.365393400538586,29.402079397231606,-0.03668532377418611,58.76747279777019,0.998752265232762
2018,KARABÜK,248014,18384,17433,951,35817,74.12484779085051,70.29038683300136,3.8418266249492503,144.4152346238519,1.0545517122698331
2018,KARAMAN,251913,12777,10448,2329,23225,50.71989139107549,41.47463608468003,9.288191155679895,92.19452747575552,1.2229134762633997
2018,KARS,288878,14441,16620,-2179,31061,49.98996116007449,57.532937779962474,-7.514635260848198,107.52289894003697,0.8688929001203369
2018,KASTAMONU,383373,27175,18397,8778,45572,70.88396939794926,47.98720828018666,23.161927680324236,118.87117767813591,1.4771430124476816
2018,KAYSERİ,1389680,38690,48047,-9357,86737,27.840941799550976,34.57414656611594,-6.7106128015141016,62.41508836566692,0.8052531895851979
2018,KIRIKKALE,286602,20575,15076,5499,35651,71.78945017829604,52.60256383416724,19.37273760139509,124.39201401246328,1.3647519235871584
2018,KIRKLARELİ,360860,16936,14745,2191,31681,46.93232832677493,40.860721609488444,6.090095048288533,87.79304993626337,1.1485927433028145
2018,KIRŞEHİR,241868,15835,12144,3691,27979,65.46959498569467,50.2092050209205,15.377725004947452,115.67880000661518,1.3039361001317522
2018,KOCAELİ,1906391,80457,79970,487,160427,42.20382912004935,41.94837260561973,0.25548914761318314,84.15220172566907,1.0060897836688758
2018,KONYA,2205609,58300,60571,-2271,118871,26.43260886222354,27.46225645615338,-1.0291177796070183,53.89486531837692,0.9625068101896948
2018,KÜTAHYA,577941,22582,20392,2190,42974,39.07319259232344,35.28387845818172,3.7965072133637054,74.35707105050516,1.107395056885053
2018,KİLİS,142541,8861,6929,1932,15790,62.16457019383896,48.61057520292407,13.646477132262051,110.77514539676304,1.2788281137249242
2018,MALATYA,797036,36901,35234,1667,72135,46.29778328707862,44.20628428326951,2.0936884774915927,90.50406757034814,1.0473122552080376
2018,MANİSA,1429643,41189,39056,2133,80245,28.81068910210451,27.318708236951462,1.4930946995138168,56.12939733905598,1.0546138877509217
2018,MARDİN,829195,30216,31738,-1522,61954,36.44016184371589,38.2756770120418,-1.8338321549576122,74.7158388557577,0.9520448673514399
2018,MERSİN,1814468,55779,61917,-6138,117696,30.74124206103387,34.12405178818254,-3.377097687694941,64.86529384921641,0.9008672900818838
2018,MUĞLA,967487,52642,34302,18340,86944,54.411067022089185,35.454739960330215,19.137717477619617,89.8658069824194,1.5346627018832721
2018,MUŞ,407992,15742,20789,-5047,36531,38.58408988411537,50.954430479029,-12.294298266447917,89.53852036314437,0.7572273798643513
2018,NEVŞEHİR,298339,13120,12315,805,25435,43.97681831741743,41.27854554717955,2.7019180261565805,85.25536386459699,1.0653674380836378
2018,NİĞDE,364707,22654,15676,6978,38330,62.115616097305505,42.98244892475329,19.317974187332858,105.0980650220588,1.445139066088288
2018,ORDU,771932,54813,30152,24661,84965,71.00754988781395,39.06043537513667,32.46570734786595,110.06798526295063,1.8178893605730964
2018,OSMANİYE,534415,19965,20900,-935,40865,37.358607075025965,39.10818371490321,-1.7480474683692213,76.46679078992918,0.9552631578947368
2018,RİZE,348608,31266,16413,14853,47679,89.68813108132917,47.081535707729024,43.53401342100905,136.7696667890582,1.9049533906050082
2018,SAKARYA,1010700,37659,32704,4955,70363,37.26031463342238,32.35777184129811,4.914589785488818,69.61808647472049,1.151510518590998
2018,SAMSUN,1335716,53228,48543,4685,101771,39.84978842807902,36.342306298644324,3.513644151469937,76.19209472672334,1.0965123704756607
2018,SİNOP,219733,20922,9793,11129,30715,95.21555706243487,44.56772537579699,51.963757508690584,139.78328243823185,2.136423976309609
2018,SİVAS,646608,45861,26271,19590,72132,70.92550664390171,40.62894365674412,30.76256295019103,111.55445030064583,1.74568916295535
2018,SİİRT,331670,15017,15726,-709,30743,45.276931890131756,47.41459884825278,-2.1353845875831454,92.69153073838454,0.954915426681928
2018,TEKİRDAĞ,1029927,53895,41010,12885,94905,52.32895146937599,39.8183560582449,12.589345515247178,92.1473075276209,1.3141916605705926
2018,TOKAT,612646,46391,41326,5065,87717,75.72235842558345,67.4549413527551,8.301734021620568,143.17729977833855,1.1225620674635823
2018,TRABZON,807903,46593,33344,13249,79937,57.67152739870999,41.272281449629475,16.53482528234565,98.94380884833947,1.397342850287908
2018,TUNCELİ,88198,11211,5884,5327,17095,127.11172588947595,66.71353091906846,62.27896345918898,193.82525680854442,1.905336505778382
2018,UŞAK,367514,13691,13011,680,26702,37.25300260670342,35.40273295711184,1.8519829835445865,72.65573556381526,1.0522634693720698
2018,VAN,1123784,34691,44954,-10263,79645,30.86981128045959,40.00234920589722,-9.091025856231047,70.8721604863568,0.7716999599590693
2018,YALOVA,262234,16232,12905,3327,29137,61.898914709763034,49.21177269156555,12.768137605753529,111.11068740132859,1.2578070515304145
2018,YOZGAT,424981,25715,22524,3191,48239,60.50858744273273,53.0000164713246,7.536866519991828,113.50860391405733,1.1416711063754217
2018,ZONGULDAK,599698,24363,24105,258,48468,40.62544814223159,40.195231599905284,0.430309105374027,80.82067974213687,1.0107031736154324
2018,ÇANAKKALE,540662,29473,21068,8405,50541,54.512800973621225,38.967044105189565,15.667538742440016,93.4798450788108,1.3989462692234669
2018,ÇANKIRI,216362,40460,12433,28027,52893,187.00141429641064,57.46387997892421,138.50856319666318,244.46529427533486,3.2542427410922543
2018,ÇORUM,536483,24363,20212,4151,44575,45.41243618157519,37.67500554537609,7.767480808184765,83.08744172695127,1.2053730457154166
2018,İSTANBUL,15067724,385482,595803,-210321,981285,25.583293137039146,39.54167198708976,-13.861635867589976,65.1249651241289,0.6469957351674966
2018,İZMİR,4320519,130092,117113,12979,247205,30.11027147432982,27.10623422787864,3.0085561538232413,57.21650570220846,1.1108245882182166
2018,ŞANLIURFA,2035809,44448,56748,-12300,101196,21.833089449943486,27.8749136092826,-6.023627310832392,49.70800305922609,0.7832522732078664
2018,ŞIRNAK,524190,19779,15485,4294,35264,37.73250157385681,29.54081535321162,8.225376070553574,67.27331692706844,1.2773006134969325
2019,ADANA,2237940,52290,60900,-8610,113190,23.365237673932278,27.212525804981368,-3.8399015272639696,50.577763478913646,0.8586206896551725
2019,ADIYAMAN,626465,17619,24821,-7202,42440,28.12447622772222,39.62072901119775,-11.43054854570791,67.74520523891997,0.7098424721002377
2019,AFYONKARAHİSAR,729483,23818,27006,-3188,50824,32.65052098541022,37.0207393455365,-4.36068977686345,69.67126033094671,0.8819521587795305
2019,AKSARAY,416367,13689,15672,-1983,29361,32.877245314830425,37.63987059493188,-4.751310923342881,70.5171159097623,0.873468606431853
2019,AMASYA,337800,13329,14813,-1484,28142,39.4582593250444,43.85139135583185,-4.38350337624283,83.30965068087626,0.8998177276716398
2019,ANKARA,5639076,211744,154464,57280,366208,37.54941412387419,27.391721622478578,10.20954521181598,64.94113574635277,1.3708307437331675
2019,ANTALYA,2511700,100140,68494,31646,168634,39.8694111557909,27.26997650993351,12.679310719238167,67.13938766572441,1.462025870879201
2019,ARDAHAN,97319,5164,7028,-1864,12192,53.06260853481848,72.21611401679014,-18.97181708074218,125.27872255160862,0.7347751849743882
2019,ARTVİN,170875,8403,11676,-3273,20079,49.17629846378932,68.3306510607169,-18.97264820026491,117.50694952450621,0.7196813977389517
2019,AYDIN,1110972,40439,36180,4259,76619,36.39965723708608,32.566077272874566,3.8409422438263325,68.96573450996064,1.1177169707020453
2019,AĞRI,536199,16342,28158,-11816,44500,30.4774906331418,52.51408525566068,-21.796435021130513,82.99157588880247,0.5803679238582286
2019,BALIKESİR,1228620,41467,42931,-1464,84398,33.75087496540834,34.9424557633768,-1.1908712882884642,68.69333072878514,0.9658987677901749
2019,BARTIN,198249,9423,10708,-1285,20131,47.53113508769275,54.012882788816086,-6.460809034071341,101.54401787650883,0.8799962644751588
2019,BATMAN,608659,20902,23325,-2423,44227,34.34106782286962,38.32195038601253,-3.972974590507329,72.66301820888215,0.8961200428724545
2019,BAYBURT,84843,9131,7882,1249,17013,107.62231415673656,92.90100538641963,14.830470739801825,200.5233195431562,1.1584623192083228
2019,BOLU,316126,15997,15068,929,31065,50.60324048006175,47.66453882312749,2.9430259946176522,98.26777930318923,1.0616538359437218
2019,BURDUR,270796,12134,13603,-1469,25737,44.80863823690158,50.233386017518725,-5.410073638136415,95.0420242544203,0.8920091156362567
2019,BURSA,3056120,85596,68356,17240,153952,28.0080625106344,22.3669227648129,5.657095980311731,50.3749852754473,1.2522090233483527
2019,BİLECİK,219427,10565,10582,-17,21147,48.14813126916925,48.225605782333076,-0.07747151212998808,96.37373705150232,0.9983934983934984
2019,BİNGÖL,279812,11266,14879,-3613,26145,40.26274784498163,53.17498892113276,-12.82941284042064,93.4377367661144,0.7571745412998185
2019,BİTLİS,348115,12385,19050,-6665,31435,35.577323585596716,54.72329546270629,-18.964425696583415,90.300619048303,0.6501312335958005
2019,DENİZLİ,1037208,26235,27146,-911,53381,25.293865839831547,26.172185328304447,-0.877933935230448,51.466051168136,0.966440727915715
2019,DÜZCE,392166,15454,14798,656,30252,39.40678182198355,37.734020797315424,1.6741612605209295,77.14080261929897,1.04433031490742
2019,DİYARBAKIR,1756353,42329,49730,-7401,92059,24.100508269123576,28.314353663528916,-4.204985814351666,52.41486193265249,0.8511763523024332
2019,EDİRNE,413903,16864,16761,103,33625,40.743845780291515,40.49499520419035,0.24888154325887427,81.23884098448187,1.006145218065748
2019,ELAZIĞ,591098,20343,29248,-8905,49591,34.41561297788184,49.48079675451448,-14.952552302449583,83.89640973239632,0.6955347374179431
2019,ERZURUM,762062,26819,40401,-13582,67220,35.192674611776994,53.015371452716444,-17.66527541675717,88.20804606449344,0.6638202024702359
2019,ERZİNCAN,234747,14496,17555,-3059,32051,61.75158787971731,74.78263832977632,-12.946695926171245,136.53422620949362,0.8257476502420963
2019,ESKİŞEHİR,887475,36757,29543,7214,66300,41.41750471844277,33.288825037325,8.161852222277535,74.70632975576777,1.2441864401042548
2019,GAZİANTEP,2069364,52268,53517,-1249,105785,25.258001975486188,25.861569061798697,-0.6033849946509364,51.119571037284885,0.9766616215408188
2019,GÜMÜŞHANE,164521,16158,25477,-9319,41635,98.21238626072052,154.8556111377879,-55.08318039017499,253.0679973985084,0.6342190995800133
2019,GİRESUN,448400,22595,30580,-7985,53175,50.39027653880464,68.19803746654773,-17.65060207673646,118.58831400535236,0.7388816219751472
2019,HAKKARİ,280991,6898,12719,-5821,19617,24.548828966052294,45.26479495784562,-20.503590153627226,69.81362392389792,0.5423382341379039
2019,HATAY,1628894,35244,42067,-6823,77311,21.63676703333673,25.82549877401476,-4.179977338800856,47.46226580735149,0.8378063565264935
2019,ISPARTA,444914,19555,20052,-497,39607,43.95231437985768,45.06938419559735,-1.1164462415410104,89.02169857545503,0.975214442449631
2019,IĞDIR,199442,8650,9777,-1127,18427,43.37100510424083,49.02177074036562,-5.634845041761351,92.39277584460645,0.8847294671167024
2019,KAHRAMANMARAŞ,1154102,27676,36700,-9024,64376,23.98054937951758,31.79961563189389,-7.788616398558968,55.78016501141147,0.7541144414168938
2019,KARABÜK,248458,14571,16485,-1914,31056,58.64572684316867,66.34924212542965,-7.673957059519275,124.99496896859831,0.883894449499545
2019,KARAMAN,253279,10318,11075,-757,21393,40.737684529708346,43.72648344315952,-2.984339118693514,84.46416797286787,0.931647855530474
2019,KARS,285410,11132,16421,-5289,27553,39.00353876878876,57.534774534879645,-18.361108748518074,96.5383133036684,0.6779124292065039
2019,KASTAMONU,379405,17737,22515,-4778,40252,46.74951568903942,59.34291851715186,-12.514602115276825,106.09243420619127,0.7877859204974461
2019,KAYSERİ,1407409,40579,39013,1566,79592,28.832414742267527,27.719731790829815,1.1133023276976253,56.55214653309734,1.0401404659985134
2019,KIRIKKALE,283017,12937,18854,-5917,31791,45.71103502616451,66.61790634484855,-20.690583633912695,112.32894137101304,0.6861673915349528
2019,KIRKLARELİ,361836,15352,14468,884,29820,42.42806133165301,39.984965564509885,2.446083775602251,82.4130268961629,1.0611003594138788
2019,KIRŞEHİR,242938,10853,13028,-2175,23881,44.673949732030394,53.62685129539224,-8.91300294436442,98.30080102742264,0.8330518882407123
2019,KOCAELİ,1953035,82977,65675,17302,148652,42.48618176325565,33.62714953905076,8.898448043184885,76.1133313023064,1.2634488009135896
2019,KONYA,2232374,54219,58557,-4338,112776,24.287596970758486,26.230819746153646,-1.9413365506951534,50.51841671691213,0.9259183359803269
2019,KÜTAHYA,579257,21212,21456,-244,42668,36.61932441040851,37.04055367479374,-0.4211405660198247,73.65987808520225,0.988627889634601
2019,KİLİS,142490,6515,8843,-2328,15358,45.722506842585446,62.06049547336655,-16.205605134559427,107.78300231595199,0.7367409250254439
2019,MALATYA,800165,29880,33272,-3392,63152,37.342298151006354,41.58142383133479,-4.230159591250852,78.92372198234114,0.8980524164462611
2019,MANİSA,1440611,40857,37164,3693,78021,28.360882986455053,25.79738735855828,2.5667855997281,54.15827034501333,1.0993703584113659
2019,MARDİN,838778,27395,32544,-5149,59939,32.660608647341725,38.799300887719994,-6.1199081241215785,71.45990953506173,0.8417834316617503
2019,MERSİN,1840425,55429,54452,977,109881,30.117500033959548,29.58664438920358,0.5309965860234851,59.70414442316313,1.0179424079923602
2019,MUĞLA,983142,42987,36210,6777,79197,43.724100892851695,36.83089523181799,6.917045971257056,80.55499612466969,1.1871582435791217
2019,MUŞ,408809,13396,20063,-6667,33459,32.76835881793209,49.076708193802,-16.176443827074372,81.84506701173409,0.6676967552210537
2019,NEVŞEHİR,303010,12571,11899,672,24470,41.4870796343355,39.269331045180024,2.220210523533571,80.75641067951553,1.056475334061686
2019,NİĞDE,362861,14055,20769,-6714,34824,38.73384023083219,57.23679315219878,-18.33334243538002,95.97063338303097,0.6767297414415716
